transcript	l_tr	l_utr5	l_cds	l_utr3
ENST00000423345	2195	49	2013	133
ENST00000414982	4522	195	4128	199
ENST00000426263	3384	217	1479	1688
ENST00000429586	2624	185	2130	309
ENST00000424120	5184	194	4863	127
ENST00000398802	2261	179	867	1215
ENST00000433030	1260	231	867	162
ENST00000412036	2280	47	1983	250
ENST00000421828	1521	386	264	871
ENST00000404743	1484	167	1272	45
ENST00000409682	1567	317	933	317
ENST00000406915	462	62	267	133
ENST00000408899	1012	55	933	24
ENST00000405314	1583	97	1278	208
ENST00000431162	4209	134	3963	112
ENST00000403402	1335	306	1029	0
ENST00000399422	2142	48	1743	351
ENST00000422142	1531	243	645	643
ENST00000420886	10981	0	4182	6799
ENST00000399640	6764	825	1023	4916
ENST00000400374	1643	30	1206	407
ENST00000400546	8041	155	2514	5372
ENST00000405679	527	82	354	91
ENST00000432309	1443	177	1059	207
ENST00000405930	3112	0	2337	775
ENST00000399575	983	116	747	120
ENST00000403683	1656	36	411	1209
ENST00000409508	14343	207	13551	585
ENST00000408953	2808	465	1785	558
ENST00000431011	640	177	243	220
ENST00000432807	2300	945	255	1100
ENST00000422611	4670	40	3264	1366
ENST00000398604	4782	181	2799	1802
ENST00000428789	4053	103	2406	1544
ENST00000420959	3921	49	1584	2288
ENST00000397545	4288	21	3429	838
ENST00000400198	3363	218	822	2323
ENST00000428726	5431	133	2229	3069
ENST00000397537	1790	137	645	1008
ENST00000425054	1272	0	969	303
ENST00000404366	1473	126	1227	120
ENST00000407364	4208	318	1224	2666
ENST00000424459	4683	1274	1482	1927
ENST00000427190	4515	115	1680	2720
ENST00000402693	3114	267	1956	891
ENST00000403751	1618	19	1437	162
ENST00000400788	4322	20	426	3876
ENST00000427025	7500	629	4833	2038
ENST00000420605	859	297	504	58
ENST00000399604	4862	141	2424	2297
ENST00000415638	2136	80	1932	124
ENST00000428390	2841	158	1263	1420
ENST00000403437	6041	95	5814	132
ENST00000399816	5895	35	486	5374
ENST00000414000	1945	294	1134	517
ENST00000402739	3932	162	2862	908
ENST00000397272	5587	87	2550	2950
ENST00000407599	538	93	351	94
ENST00000407997	1564	87	1155	322
ENST00000398640	5407	147	2850	2410
ENST00000426559	948	140	525	283
ENST00000429260	675	18	411	246
ENST00000400314	2202	338	1116	748
ENST00000429667	1593	0	1593	0
ENST00000403263	14128	397	3084	10647
ENST00000398235	1073	93	366	614
ENST00000410022	898	13	765	120
ENST00000421952	3815	88	2136	1591
ENST00000409445	2135	197	1674	264
ENST00000406581	2158	650	1410	98
ENST00000397899	3873	298	2889	686
ENST00000419348	1477	69	831	577
ENST00000397280	1147	4	1131	12
ENST00000398226	1439	33	570	836
ENST00000416793	2453	60	2313	80
ENST00000404141	3864	195	3210	459
ENST00000398427	2496	100	1203	1193
ENST00000430969	10839	637	8907	1295
ENST00000421545	1317	0	1188	129
ENST00000397267	2455	504	1617	334
ENST00000412916	3103	259	564	2280
ENST00000404371	2682	338	1479	865
ENST00000432060	1652	112	1140	400
ENST00000416284	4045	1516	396	2133
ENST00000398523	1637	171	1224	242
ENST00000401592	4010	49	2358	1603
ENST00000404338	8878	0	4500	4378
ENST00000433351	5339	28	1518	3793
ENST00000398186	704	1	594	109
ENST00000399808	611	47	402	162
ENST00000425520	2094	53	837	1204
ENST00000399770	1545	554	873	118
ENST00000409875	2282	302	717	1263
ENST00000422354	5914	141	3135	2638
ENST00000417570	3053	77	1137	1839
ENST00000412830	2549	101	1506	942
ENST00000397909	10219	568	7158	2493
ENST00000398634	1975	92	864	1019
ENST00000432992	8269	216	1431	6622
ENST00000423497	1219	0	897	322
ENST00000409561	3045	121	2769	155
ENST00000403231	6311	127	2181	4003
ENST00000409402	5665	268	2271	3126
ENST00000421865	9696	108	9369	219
ENST00000417449	2114	110	2004	0
ENST00000422602	3990	96	3720	174
ENST00000422989	9686	155	1872	7659
ENST00000409433	2246	1572	543	131
ENST00000409939	3580	311	2427	842
ENST00000411543	2621	547	1989	85
ENST00000418931	3991	52	777	3162
ENST00000400422	5762	581	4866	315
ENST00000416379	2881	5	1308	1568
ENST00000418389	2406	78	687	1641
ENST00000414183	2189	21	1986	182
ENST00000400181	3085	129	2631	325
ENST00000432710	1231	133	1020	78
ENST00000429814	2293	137	1467	689
ENST00000420713	5210	112	1488	3610
ENST00000403610	1184	136	459	589
ENST00000404922	4306	125	3696	485
ENST00000408939	3799	33	1998	1768
ENST00000422424	668	38	492	138
ENST00000412585	1536	21	1089	426
ENST00000409502	1790	263	744	783
ENST00000421688	2490	624	672	1194
ENST00000405807	2599	294	2259	46
ENST00000409687	3814	97	1185	2532
ENST00000400930	1021	168	828	25
ENST00000415318	1173	496	633	44
ENST00000399788	10701	229	5073	5399
ENST00000398450	620	128	285	207
ENST00000409914	4337	400	3228	709
ENST00000399599	3009	549	627	1833
ENST00000409262	12060	672	5388	6000
ENST00000428839	3248	113	1764	1371
ENST00000426538	1728	208	768	752
ENST00000422728	4287	817	1974	1496
ENST00000420910	2423	0	2079	344
ENST00000400419	1215	189	258	768
ENST00000431993	1256	72	1002	182
ENST00000427836	9774	457	2286	7031
ENST00000426895	3632	19	2748	865
ENST00000430249	5723	82	4521	1120
ENST00000428202	2185	146	1728	311
ENST00000398675	7492	228	1323	5941
ENST00000398665	7652	252	4614	2786
ENST00000411458	1495	28	1428	39
ENST00000398540	6283	99	3105	3079
ENST00000407936	582	91	477	14
ENST00000432901	1151	93	246	812
ENST00000406686	6634	491	2061	4082
ENST00000399759	4092	201	2520	1371
ENST00000429644	2941	128	2109	704
ENST00000429436	3481	615	2262	604
ENST00000407627	6054	163	981	4910
ENST00000398016	4888	69	3231	1588
ENST00000407595	4114	635	1662	1817
ENST00000419235	3075	53	618	2404
ENST00000416240	3192	191	2031	970
ENST00000409028	1110	33	387	690
ENST00000397560	9220	46	2826	6348
ENST00000427982	856	169	687	0
ENST00000419091	4474	195	1662	2617
ENST00000418724	2645	134	1905	606
ENST00000398978	3115	518	2154	443
ENST00000399167	2387	240	1818	329
ENST00000411763	1577	148	1383	46
ENST00000407008	3526	197	1584	1745
ENST00000400113	1521	77	1353	91
ENST00000417268	4944	45	4050	849
ENST00000397583	2017	515	1122	380
ENST00000400451	3900	478	1935	1487
ENST00000409318	4190	129	3468	593
ENST00000421317	2376	62	2295	19
ENST00000419783	899	75	612	212
ENST00000415914	3384	137	1188	2059
ENST00000397661	3143	230	1326	1587
ENST00000433452	744	45	456	243
ENST00000401053	3346	3	2049	1294
ENST00000423014	567	75	348	144
ENST00000426105	5385	113	3567	1705
ENST00000398253	4384	35	1911	2438
ENST00000399002	6191	296	1659	4236
ENST00000399703	3971	311	2979	681
ENST00000427442	3044	46	2523	475
ENST00000418100	2798	152	1860	786
ENST00000400003	1379	297	1011	71
ENST00000423387	709	138	411	160
ENST00000418929	7416	473	6111	832
ENST00000428216	11731	137	1623	9971
ENST00000397588	3503	380	1635	1488
ENST00000398776	2718	29	2220	469
ENST00000425639	4109	334	3048	727
ENST00000415846	2889	36	2739	114
ENST00000399810	2028	112	444	1472
ENST00000414552	3927	225	1548	2154
ENST00000407977	4522	903	2352	1267
ENST00000397292	4724	197	2388	2139
ENST00000404826	10593	335	6642	3616
ENST00000409602	3370	93	3117	160
ENST00000409293	870	20	399	451
ENST00000426126	4732	122	1899	2711
ENST00000400888	2232	39	1125	1068
ENST00000398882	3265	58	2160	1047
ENST00000401979	2024	377	975	672
ENST00000429568	878	59	528	291
ENST00000402673	6517	119	597	5801
ENST00000430430	10132	779	2616	6737
ENST00000428826	4633	132	2244	2257
ENST00000417201	4977	142	573	4262
ENST00000405925	4065	235	2736	1094
ENST00000424728	20879	91	20724	64
ENST00000397676	1552	22	1317	213
ENST00000407540	2557	37	1461	1059
ENST00000397666	726	12	618	96
ENST00000397410	2078	65	1941	72
ENST00000408947	1043	42	972	29
ENST00000433731	2390	100	894	1396
ENST00000412356	1334	355	828	151
ENST00000408926	3200	560	1122	1518
ENST00000419060	2692	1457	645	590
ENST00000425825	1363	155	873	335
ENST00000409784	2448	191	618	1639
ENST00000407071	13593	440	6327	6826
ENST00000423391	2794	104	1131	1559
ENST00000408989	5262	0	4341	921
ENST00000428956	5427	51	5235	141
ENST00000428847	3260	682	2127	451
ENST00000426633	1888	171	1515	202
ENST00000429360	1350	95	954	301
ENST00000398733	2530	453	444	1633
ENST00000420124	8485	16	8148	321
ENST00000404774	2415	195	813	1407
ENST00000424583	1425	88	1107	230
ENST00000397659	2222	54	1779	389
ENST00000431679	1345	199	666	480
ENST00000402291	4578	303	2157	2118
ENST00000406506	2549	7	813	1729
ENST00000405615	1314	0	1314	0
ENST00000397775	2094	274	1566	254
ENST00000397942	5703	172	1608	3923
ENST00000399451	6564	368	3162	3034
ENST00000418710	3626	88	1527	2011
ENST00000416219	3472	89	2928	455
ENST00000417545	1467	113	675	679
ENST00000429709	1854	167	1290	397
ENST00000398285	2399	0	1335	1064
ENST00000413619	590	29	444	117
ENST00000409746	3000	72	1005	1923
ENST00000403410	1910	620	876	414
ENST00000407963	902	104	798	0
ENST00000405239	4335	208	2235	1892
ENST00000419782	4923	86	2754	2083
ENST00000432641	952	26	378	548
ENST00000398534	1185	31	564	590
ENST00000409487	5361	283	3645	1433
ENST00000403050	4276	452	2667	1157
ENST00000398136	3304	142	627	2535
ENST00000398214	1296	226	816	254
ENST00000406477	1569	130	1194	245
ENST00000415231	588	221	366	1
ENST00000433642	2561	57	609	1895
ENST00000424869	5937	19	3378	2540
ENST00000422538	2378	77	1233	1068
ENST00000400906	1944	78	1539	327
ENST00000432622	699	152	384	163
ENST00000399285	1240	149	1002	89
ENST00000400556	3923	75	2853	995
ENST00000398519	1580	47	1284	249
ENST00000421715	978	140	570	268
ENST00000426488	2282	133	1929	220
ENST00000420283	4112	67	1245	2800
ENST00000424749	1533	26	1182	325
ENST00000399004	3549	82	1569	1898
ENST00000398571	11675	395	10641	639
ENST00000417925	3086	214	2442	430
ENST00000431676	3069	35	2493	541
ENST00000426546	1264	88	852	324
ENST00000405201	8533	1	7545	987
ENST00000433179	3340	0	2373	967
ENST00000430044	2739	249	1827	663
ENST00000398795	2201	152	954	1095
ENST00000423145	881	137	627	117
ENST00000408890	1293	39	891	363
ENST00000409186	6347	2106	2856	1385
ENST00000419482	4385	40	1473	2872
ENST00000423485	5695	105	4596	994
ENST00000409900	3156	469	1380	1307
ENST00000399069	1352	142	1005	205
ENST00000420613	2373	61	1479	833
ENST00000421832	2126	84	1047	995
ENST00000420999	3257	84	2250	923
ENST00000422113	6135	686	3300	2149
ENST00000409749	1401	0	1401	0
ENST00000400532	1757	550	939	268
ENST00000407280	988	29	753	206
ENST00000433360	10547	325	4125	6097
ENST00000433211	10696	201	2688	7807
ENST00000415061	1870	116	996	758
ENST00000433039	5796	485	4920	391
ENST00000433477	2903	19	966	1918
ENST00000399688	3297	175	1299	1823
ENST00000424358	867	87	216	564
ENST00000430334	5240	111	3171	1958
ENST00000426997	879	250	348	281
ENST00000407559	3789	178	3201	410
ENST00000400120	1207	282	903	22
ENST00000422003	5142	188	1275	3679
ENST00000397541	3061	406	1704	951
ENST00000429990	1428	96	1332	0
ENST00000415954	2837	277	2199	361
ENST00000401642	3162	120	2055	987
ENST00000420743	1559	521	921	117
ENST00000409358	1350	5	1050	295
ENST00000431281	2026	469	1026	531
ENST00000409235	3691	60	3480	151
ENST00000398004	17722	202	942	16578
ENST00000414202	6786	203	4272	2311
ENST00000432329	7650	251	1026	6373
ENST00000421807	2706	113	1347	1246
ENST00000419765	1804	0	1479	325
ENST00000409248	425	0	387	38
ENST00000424546	1149	85	750	314
ENST00000400206	1770	466	1251	53
ENST00000425175	7596	117	3285	4194
ENST00000397640	974	278	372	324
ENST00000397861	2037	1304	273	460
ENST00000402825	3445	0	2652	793
ENST00000410066	3395	666	1461	1268
ENST00000427199	3203	442	708	2053
ENST00000400590	5355	132	1098	4125
ENST00000429001	4000	154	2193	1653
ENST00000415641	3371	213	1917	1241
ENST00000405392	4182	0	3438	744
ENST00000426197	1049	73	948	28
ENST00000398545	1824	91	1545	188
ENST00000398841	1601	731	474	396
ENST00000397833	1856	451	573	832
ENST00000399262	8758	315	7623	820
ENST00000423902	11606	517	8994	2095
ENST00000415220	3189	130	2763	296
ENST00000425673	8048	766	4161	3121
ENST00000406256	1078	59	957	62
ENST00000417239	684	395	279	10
ENST00000404190	1303	83	1200	20
ENST00000404767	6981	108	6573	300
ENST00000418596	9333	188	1593	7552
ENST00000427316	2481	212	1788	481
ENST00000419194	1298	259	867	172
ENST00000417257	5051	217	1713	3121
ENST00000399899	2092	172	678	1242
ENST00000398153	1446	35	615	796
ENST00000402744	2582	214	1431	937
ENST00000398682	2031	635	375	1021
ENST00000398212	5101	50	3774	1277
ENST00000425042	3298	103	2367	828
ENST00000428762	11708	302	10383	1023
ENST00000416383	1272	176	1032	64
ENST00000402685	4102	136	3111	855
ENST00000417209	1794	174	459	1161
ENST00000430223	4402	98	1152	3152
ENST00000417912	2352	156	2145	51
ENST00000414835	2881	257	2286	338
ENST00000430448	1298	259	867	172
ENST00000400445	11119	534	8841	1744
ENST00000433425	2817	79	237	2501
ENST00000406452	2970	66	945	1959
ENST00000406938	1474	68	1188	218
ENST00000423777	2007	315	849	843
ENST00000430124	558	58	348	152
ENST00000400079	240	0	240	0
ENST00000402868	2776	67	1059	1650
ENST00000410061	3073	450	765	1858
ENST00000399277	2020	110	423	1487
ENST00000427043	3145	212	729	2204
ENST00000427338	951	0	951	0
ENST00000398610	4802	189	2811	1802
ENST00000432561	2648	74	1995	579
ENST00000427255	747	68	603	76
ENST00000423420	629	163	342	124
ENST00000399974	1690	766	87	837
ENST00000422440	3936	30	2037	1869
ENST00000423557	1630	59	537	1034
ENST00000409339	5253	114	3471	1668
ENST00000403807	644	28	438	178
ENST00000429772	1539	137	753	649
ENST00000399682	1181	45	687	449
ENST00000418331	7845	354	4014	3477
ENST00000416904	8557	423	582	7552
ENST00000397770	2399	33	1404	962
ENST00000412678	2528	61	2367	100
ENST00000397527	15434	451	7329	7654
ENST00000409871	11539	398	3570	7571
ENST00000404971	7578	1340	4644	1594
ENST00000420581	4922	209	1683	3030
ENST00000401073	5493	125	3285	2083
ENST00000419065	629	71	489	69
ENST00000399231	12225	244	5568	6413
ENST00000398174	1715	110	1281	324
ENST00000419147	2959	199	1923	837
ENST00000419583	1296	0	1296	0
ENST00000404938	5350	192	3774	1384
ENST00000431524	1045	33	936	76
ENST00000414468	10169	260	1884	8025
ENST00000408930	1434	507	267	660
ENST00000402988	1056	83	579	394
ENST00000419470	2210	76	792	1342
ENST00000399503	7036	25	4539	2472
ENST00000400952	1984	202	1362	420
ENST00000417849	2738	185	2289	264
ENST00000399300	8470	214	3006	5250
ENST00000423778	5704	62	1986	3656
ENST00000404933	1703	116	1101	486
ENST00000424930	2323	229	1536	558
ENST00000397997	6550	189	1527	4834
ENST00000420175	1793	120	1404	269
ENST00000432056	504	13	423	68
ENST00000398393	2996	261	1833	902
ENST00000419869	1874	321	1053	500
ENST00000415136	2126	143	1371	612
ENST00000399602	3187	106	1890	1191
ENST00000399143	2097	177	1095	825
ENST00000413272	3952	208	2391	1353
ENST00000397732	4897	159	1926	2812
ENST00000421239	6768	267	1773	4728
ENST00000404801	4068	567	1899	1602
ENST00000415385	3856	53	1233	2570
ENST00000397977	2517	122	2133	262
ENST00000411486	3157	35	2247	875
ENST00000418153	2730	200	2043	487
ENST00000413687	4132	282	1737	2113
ENST00000427714	2248	29	1815	404
ENST00000407834	1099	48	924	127
ENST00000398148	2993	93	2136	764
ENST00000418386	1416	167	618	631
ENST00000397274	7532	62	6069	1401
ENST00000416617	1670	191	1350	129
ENST00000421285	2134	0	2082	52
ENST00000397912	2159	49	555	1555
ENST00000399298	5087	300	1107	3680
ENST00000400372	1150	26	816	308
ENST00000398022	3768	27	1929	1812
ENST00000400105	3546	160	1872	1514
ENST00000421745	15703	134	14574	995
ENST00000419277	1704	130	783	791
ENST00000418476	3252	40	2835	377
ENST00000425753	1345	87	966	292
ENST00000408901	1108	13	948	147
ENST00000427401	8352	141	1611	6600
ENST00000399363	882	0	882	0
ENST00000402399	1345	59	345	941
ENST00000408925	557	33	306	218
ENST00000403766	2259	55	1035	1169
ENST00000414809	1943	782	687	474
ENST00000418532	3009	227	1773	1009
ENST00000398587	4787	177	2808	1802
ENST00000404991	4293	220	1914	2159
ENST00000407775	4961	504	3456	1001
ENST00000418511	1526	406	654	466
ENST00000399075	2960	0	600	2360
ENST00000397766	6604	449	1758	4397
ENST00000405460	19557	99	18921	537
ENST00000409451	5937	226	3963	1748
ENST00000415669	916	59	537	320
ENST00000405633	1961	220	723	1018
ENST00000415930	4341	170	1794	2377
ENST00000426172	3037	52	1200	1785
ENST00000417807	1065	30	792	243
ENST00000427686	632	325	180	127
ENST00000397641	5657	885	3099	1673
ENST00000400230	1793	45	1569	179
ENST00000398470	753	0	753	0
ENST00000405312	2032	102	1260	670
ENST00000401542	1071	128	864	79
ENST00000409745	2452	355	924	1173
ENST00000403665	3053	108	1878	1067
ENST00000405799	7180	279	5805	1096
ENST00000399583	5736	185	3228	2323
ENST00000423729	6056	185	909	4962
ENST00000425468	1791	165	1338	288
ENST00000407325	2295	363	1068	864
ENST00000427805	910	112	429	369
ENST00000430256	2555	408	852	1295
ENST00000431828	5156	80	2637	2439
ENST00000398661	2532	132	1113	1287
ENST00000398189	1750	112	981	657
ENST00000399312	931	123	378	430
ENST00000412401	3588	187	690	2711
ENST00000415083	3402	44	1257	2101
ENST00000406818	2474	250	1884	340
ENST00000423548	3930	263	2355	1312
ENST00000402558	6295	188	4107	2000
ENST00000431206	1591	73	1137	381
ENST00000398075	1226	126	801	299
ENST00000403888	1763	1	966	796
ENST00000397622	3455	31	1686	1738
ENST00000399799	9446	903	4065	4478
ENST00000413330	1004	35	969	0
ENST00000397906	11795	142	7446	4207
ENST00000414303	1584	14	1536	34
ENST00000400723	2030	277	1434	319
ENST00000409579	4342	233	3756	353
ENST00000412468	1697	185	1017	495
ENST00000430365	3775	397	891	2487
ENST00000398455	371	77	294	0
ENST00000425202	761	0	597	164
ENST00000407587	8090	169	7707	214
ENST00000397901	2342	120	591	1631
ENST00000422871	3462	424	996	2042
ENST00000419445	9550	26	1134	8390
ENST00000420826	3166	125	288	2753
ENST00000413459	2049	69	1785	195
ENST00000409977	3056	116	603	2337
ENST00000400549	309	0	309	0
ENST00000433529	4634	198	1161	3275
ENST00000400368	1238	21	1098	119
ENST00000402938	4738	134	1398	3206
ENST00000412232	6944	386	4017	2541
ENST00000399050	6670	531	2907	3232
ENST00000431683	2946	362	1962	622
ENST00000404369	1515	416	1029	70
ENST00000417314	4680	49	1806	2825
ENST00000413034	2211	209	1179	823
ENST00000401878	10168	216	3513	6439
ENST00000398023	1231	60	270	901
ENST00000409883	5399	103	1227	4069
ENST00000399410	6504	136	4596	1772
ENST00000408912	3626	317	3093	216
ENST00000398491	1348	92	966	290
ENST00000399676	933	66	714	153
ENST00000416165	4779	330	2343	2106
ENST00000398015	4674	372	2955	1347
ENST00000414043	4589	154	3726	709
ENST00000409061	1423	0	1257	166
ENST00000419795	463	100	240	123
ENST00000399455	7396	120	4128	3148
ENST00000415427	1554	165	1338	51
ENST00000398292	2408	334	1764	310
ENST00000428304	3366	70	1029	2267
ENST00000429299	893	7	735	151
ENST00000408888	1847	24	1293	530
ENST00000424479	2134	25	795	1314
ENST00000399775	1028	375	231	422
ENST00000409790	6812	154	3162	3496
ENST00000406246	2517	84	1656	777
ENST00000402219	8906	629	4002	4275
ENST00000417640	5049	112	1056	3881
ENST00000406877	2883	95	1365	1423
ENST00000428443	10671	359	2091	8221
ENST00000398510	11337	87	8694	2556
ENST00000412531	2453	72	2061	320
ENST00000420843	7352	54	1257	6041
ENST00000424963	2695	72	1839	784
ENST00000408978	6213	141	4026	2046
ENST00000406854	18069	550	3519	14000
ENST00000412720	2105	89	1983	33
ENST00000408931	1824	480	1344	0
ENST00000424776	3459	32	3204	223
ENST00000427383	1670	35	1479	156
ENST00000417669	3657	444	981	2232
ENST00000425629	3647	22	1362	2263
ENST00000400588	2630	108	1725	797
ENST00000402881	2269	497	1437	335
ENST00000408973	1836	594	495	747
ENST00000431381	941	198	660	83
ENST00000408896	1307	274	945	88
ENST00000401548	4016	36	3825	155
ENST00000403733	8862	235	3579	5048
ENST00000400633	1609	63	369	1177
